Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2014,150737,KERN VALLEY HEALTHCARE DISTRICT,District,KERN,Discharge Days,17653
2014,150761,MERCY HOSPITAL - BAKERSFIELD,Non-Profit,KERN,Discharge Days,48959
2014,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,Investor,KERN,Discharge Days,15537
2014,150782,RIDGECREST REGIONAL HOSPITAL,Non-Profit,KERN,Discharge Days,11681
2014,150788,SAN JOAQUIN COMMUNITY HOSPITAL,Non-Profit,KERN,Discharge Days,81854
2014,150808,TEHACHAPI HOSPITAL,District,KERN,Discharge Days,315
2014,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,Investor,KERN,Discharge Days,21633
2014,154101,BAKERSFIELD HEART HOSPITAL,Investor,KERN,Discharge Days,15589
2014,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,Investor,KERN,Discharge Days,4208
2014,160787,CENTRAL VALLEY GENERAL HOSPITAL,Non-Profit,KINGS,Discharge Days,8323
2014,164029,ADVENTIST MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,41594
2014,171049,ST. HELENA HOSPITAL - CLEARLAKE,Non-Profit,LAKE,Discharge Days,5613
2014,171395,SUTTER LAKESIDE HOSPITAL,Non-Profit,LAKE,Discharge Days,6209
2014,184008,BANNER LASSEN MEDICAL CENTER,Non-Profit,LASSEN,Discharge Days,4365
2014,190017,ALHAMBRA HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,26245
2014,190020,BHC ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,32486
2014,190034,ANTELOPE VALLEY HOSPITAL,District,LOS ANGELES,Discharge Days,92200
2014,190045,CATALINA ISLAND MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,1724
2014,190049,KINDRED HOSPITAL - BALDWIN PARK,Investor,LOS ANGELES,Discharge Days,25344
2014,190052,BARLOW RESPIRATORY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,23523
2014,190053,ST. MARY MEDICAL CENTER - LONG BEACH,Non-Profit,LOS ANGELES,Discharge Days,55487
2014,190081,BEVERLY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,39301
2014,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,Investor,LOS ANGELES,Discharge Days,76098
2014,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,79499
2014,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,Non-Profit,LOS ANGELES,Discharge Days,21572
2014,190148,CENTINELA HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,72216
2014,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,23040
2014,190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,18058
2014,190163,AURORA CHARTER OAK,Investor,LOS ANGELES,Discharge Days,45596
2014,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,101494
2014,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,58069
2014,190184,COLLEGE HOSPITAL,Investor,LOS ANGELES,Discharge Days,59131
2014,190196,KINDRED HOSPITAL - SOUTH BAY,Investor,LOS ANGELES,Discharge Days,25970
2014,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Investor,LOS ANGELES,Discharge Days,13536
2014,190198,LOS ANGELES COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,33689
2014,190200,SAN GABRIEL VALLEY MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,58395
2014,190232,DEL AMO HOSPITAL,Investor,LOS ANGELES,Discharge Days,42567
2014,190240,LAKEWOOD REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,39604
2014,190243,PIH HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Discharge Days,34477
2014,190256,EAST LOS ANGELES DOCTORS HOSPITAL,Investor,LOS ANGELES,Discharge Days,22182
2014,190280,ENCINO HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,15651
2014,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,Non-Profit,LOS ANGELES,Discharge Days,20319
2014,190305,KINDRED HOSPITAL - LOS ANGELES,Investor,LOS ANGELES,Discharge Days,26106
2014,190307,PACIFIC ALLIANCE MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,30624
2014,190315,GARFIELD MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,67095
2014,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,12178
2014,190323,GLENDALE ADVENTIST MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,113052
2014,190328,GLENDORA COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,11011
2014,190352,GREATER EL MONTE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,16319
2014,190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Investor,LOS ANGELES,Discharge Days,37214
2014,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,85837
2014,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,88626
2014,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,61838
2014,190400,HUNTINGTON MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,120969
2014,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,Investor,LOS ANGELES,Discharge Days,28700
2014,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,37691
2014,190422,TORRANCE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,104571
2014,190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,134234
2014,190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,Non-Profit,LOS ANGELES,Discharge Days,46043
2014,190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Non-Profit,LOS ANGELES,Discharge Days,39146
2014,190434,KAISER FOUNDATION HOSPITAL - WEST LA,Non-Profit,LOS ANGELES,Discharge Days,43643
2014,190449,KINDRED HOSPITAL - LA MIRADA,Investor,LOS ANGELES,Discharge Days,57471
2014,190462,AURORA LAS ENCINAS HOSPITAL,Investor,LOS ANGELES,Discharge Days,27292
2014,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,Investor,LOS ANGELES,Discharge Days,56212
2014,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Non-Profit,LOS ANGELES,Discharge Days,96857
2014,190475,COMMUNITY HOSPITAL LONG BEACH,Non-Profit,LOS ANGELES,Discharge Days,21202
2014,190500,MARINA DEL REY HOSPITAL,Investor,LOS ANGELES,Discharge Days,14447
2014,190517,PROVIDENCE TARZANA MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,65315
2014,190521,MEMORIAL HOSPITAL OF GARDENA,Investor,LOS ANGELES,Discharge Days,47466
2014,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,56443
2014,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Investor,LOS ANGELES,Discharge Days,41529
2014,190525,LONG BEACH MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,100120
2014,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Non-Profit,LOS ANGELES,Discharge Days,85532
2014,190534,OLYMPIA MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,18379
2014,190541,MONROVIA MEMORIAL HOSPITAL,Investor,LOS ANGELES,Discharge Days,13101
2014,190547,MONTEREY PARK HOSPITAL,Investor,LOS ANGELES,Discharge Days,20379
2014,190552,MOTION PICTURE AND TELEVISION HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,20145
2014,190555,CEDARS SINAI MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,253697
2014,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,66214
2014,190570,NORWALK COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,15466
2014,190587,COLLEGE MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,36782
2014,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,105718
2014,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,90643
2014,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,73467
2014,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,Investor,LOS ANGELES,Discharge Days,22578
2014,190673,SAN DIMAS COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,12971
2014,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Non-Profit,LOS ANGELES,Discharge Days,51215
2014,190681,MIRACLE MILE MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,652
2014,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,UC,LOS ANGELES,Discharge Days,84827
2014,190696,PACIFICA HOSPITAL OF THE VALLEY,Investor,LOS ANGELES,Discharge Days,44255
2014,190708,SHERMAN OAKS HOSPITAL,Investor,LOS ANGELES,Discharge Days,28103
2014,190712,SHRINERS HOSPITAL FOR  CHILDREN,Non-Profit,LOS ANGELES,Discharge Days,369
2014,190754,ST. FRANCIS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,103955
2014,190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,55495
2014,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,80887
2014,190762,ST. VINCENT MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,47568
2014,190766,COAST PLAZA HOSPITAL,City/County,LOS ANGELES,Discharge Days,13804
2014,190782,TARZANA TREATMENT CENTER,Non-Profit,LOS ANGELES,Discharge Days,13931
2014,190784,TEMPLE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,9146
2014,190796,RONALD REAGAN UCLA MEDICAL CENTER,UC,LOS ANGELES,Discharge Days,155570
2014,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,76683
2014,190818,USC VERDUGO HILLS HOSPITAL,Investor,LOS ANGELES,Discharge Days,29391
2014,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",Investor,LOS ANGELES,Discharge Days,10123
2014,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,42611
2014,190878,WHITE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,93948
2014,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,41584
2014,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,UC,LOS ANGELES,Discharge Days,24685
2014,190949,HENRY MAYO NEWHALL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,55158
2014,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",Non-Profit,LOS ANGELES,Discharge Days,10835
2014,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,16090
2014,191227,LAC/HARBOR-UCLA MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,114004
2014,191228,LAC+USC MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,195170
2014,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,67992
2014,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Discharge Days,54142
2014,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,Non-Profit,LOS ANGELES,Discharge Days,44866
2014,194010,AMERICAN RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,6092
2014,194219,KECK HOSPITAL OF USC,Non-Profit,LOS ANGELES,Discharge Days,86466
2014,194967,STAR VIEW ADOLESCENT - P H F,Investor,LOS ANGELES,Discharge Days,4803
2014,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,Investor,LOS ANGELES,Discharge Days,5493
2014,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,Non-Profit,LOS ANGELES,Discharge Days,47369
2014,196168,EARL AND LORAINE MILLER CHILDRENS HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,83413
2014,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Discharge Days,78092
2014,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,83012
2014,196405,PALMDALE REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,36434
2014,201281,MADERA COMMUNITY HOSPITAL,Non-Profit,MADERA,Discharge Days,19956
2014,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,Non-Profit,MADERA,Discharge Days,77910
2014,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,Non-Profit,MARIN,Discharge Days,16970
2014,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,Investor,MARIN,Discharge Days,17191
2014,211006,MARIN GENERAL HOSPITAL,District,MARIN,Discharge Days,42406
2014,214034,NOVATO COMMUNITY HOSPITAL,Non-Profit,MARIN,Discharge Days,4265
2014,220733,JOHN C FREMONT HEALTHCARE DISTRICT,District,MARIPOSA,Discharge Days,9517
2014,230949,FRANK R HOWARD MEMORIAL HOSPITAL,Non-Profit,MENDOCINO,Discharge Days,5683
2014,231013,MENDOCINO COAST DISTRICT HOSPITAL,District,MENDOCINO,Discharge Days,4730
2014,231396,UKIAH VALLEY MEDICAL CENTER,Non-Profit,MENDOCINO,Discharge Days,13795
2014,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Discharge Days,5290
2014,240942,MERCY MEDICAL CENTER - MERCED,Non-Profit,MERCED,Discharge Days,39283
2014,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,City/County,MERCED,Discharge Days,2314
2014,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,District,MODOC,Discharge Days,4570
2014,250956,MODOC MEDICAL CENTER,District,MODOC,Discharge Days,17178
2014,260011,MAMMOTH HOSPITAL,District,MONO,Discharge Days,1315
2014,270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Non-Profit,MONTEREY,Discharge Days,55157
2014,270777,GEORGE L MEE MEMORIAL HOSPITAL,Non-Profit,MONTEREY,Discharge Days,20701
2014,270875,SALINAS VALLEY MEMORIAL HOSPITAL,District,MONTEREY,Discharge Days,45532
2014,274043,NATIVIDAD MEDICAL CENTER,City/County,MONTEREY,Discharge Days,38207
2014,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,Non-Profit,NAPA,Discharge Days,32536
2014,281078,ST. HELENA HOSPITAL,Non-Profit,NAPA,Discharge Days,22538
2014,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Non-Profit,NEVADA,Discharge Days,18452
2014,291053,TAHOE FOREST HOSPITAL,District,NEVADA,Discharge Days,7141
2014,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-Profit,ORANGE,Discharge Days,58539
2014,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,48325
2014,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,52871
2014,301127,KINDRED HOSPITAL - BREA,Investor,ORANGE,Discharge Days,25584
2014,301140,CHAPMAN GLOBAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,24115
2014,301155,COLLEGE HOSPITAL COSTA MESA,Investor,ORANGE,Discharge Days,35115
2014,301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Investor,ORANGE,Discharge Days,94365
2014,301188,ANAHEIM GLOBAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,40594
2014,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Discharge Days,114049
2014,301209,HUNTINGTON BEACH HOSPITAL,Investor,ORANGE,Discharge Days,18494
2014,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Investor,ORANGE,Discharge Days,18509
2014,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Discharge Days,45162
2014,301258,SOUTH COAST GLOBAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,26811
2014,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,71773
2014,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Discharge Days,114253
2014,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Discharge Days,23437
2014,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Discharge Days,10756
2014,301304,NEWPORT BAY HOSPITAL,Investor,ORANGE,Discharge Days,11097
2014,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,61694
2014,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Discharge Days,18305
2014,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Discharge Days,85194
2014,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,63667
2014,301357,FOOTHILL REGIONAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,3658
2014,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Discharge Days,32282
2014,301380,KINDRED HOSPITAL - WESTMINSTER,Investor,ORANGE,Discharge Days,32991
2014,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,37256
2014,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Investor,ORANGE,Discharge Days,14758
2014,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Discharge Days,7651
2014,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Investor,ORANGE,Discharge Days,4621
2014,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,Non-Profit,ORANGE,Discharge Days,106069
2014,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Discharge Days,10206
2014,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Discharge Days,11408
2014,311000,SUTTER ROSEVILLE MEDICAL CENTER,Non-Profit,PLACER,Discharge Days,86721
2014,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,Non-Profit,PLACER,Discharge Days,79156
2014,314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,PLACER,Discharge Days,5396
2014,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,District,PLUMAS,Discharge Days,6401
2014,320986,PLUMAS DISTRICT HOSPITAL,District,PLUMAS,Discharge Days,1117
2014,321016,SENECA DISTRICT HOSPITAL,District,PLUMAS,Discharge Days,5328
2014,330120,"BETTY FORD CENTER AT EISENHOWER, THE",Non-Profit,RIVERSIDE,Discharge Days,24346
2014,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Investor,RIVERSIDE,Discharge Days,47545
2014,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,93040
2014,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,72060
2014,331194,HEMET VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,56032
2014,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Discharge Days,28623
2014,331226,PACIFIC GROVE HOSPITAL,Investor,RIVERSIDE,Discharge Days,6490
2014,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Discharge Days,3817
2014,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,44097
2014,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Discharge Days,109149
2014,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Discharge Days,16132
2014,332172,KINDRED HOSPITAL - RIVERSIDE,Investor,RIVERSIDE,Discharge Days,12133
2014,334018,MENIFEE VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,11567
2014,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,Non-Profit,RIVERSIDE,Discharge Days,51818
2014,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Discharge Days,14608
2014,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Discharge Days,60514
2014,334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Discharge Days,4559
2014,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Discharge Days,109907
2014,334564,TEMECULA VALLEY HOSPITAL,Investor,RIVERSIDE,Discharge Days,13952
2014,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Non-Profit,RIVERSIDE,Discharge Days,36460
2014,34002,SUTTER AMADOR HOSPITAL,Non-Profit,AMADOR,Discharge Days,9006
2014,340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,41384
2014,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,74447
2014,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,109093
2014,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,88580
2014,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Discharge Days,167022
2014,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,48973
2014,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,84411
2014,342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,51077
2014,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Discharge Days,39475
2014,344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Discharge Days,14624
2014,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Discharge Days,19475
2014,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Discharge Days,38225
2014,344029,MERCY HOSPITAL OF FOLSOM,Non-Profit,SACRAMENTO,Discharge Days,23124
2014,344035,VIBRA HOSPITAL OF SACRAMENTO,Investor,SACRAMENTO,Discharge Days,13521
2014,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Discharge Days,5818
2014,344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,Investor,SACRAMENTO,Discharge Days,5710
2014,344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,Investor,SACRAMENTO,Discharge Days,4484
2014,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Discharge Days,10158
2014,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,9889
2014,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,14884
2014,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,13267
2014,361223,KAISER FOUNDATION HOSPITAL - FONTANA,Non-Profit,SAN BERNARDINO,Discharge Days,121075
2014,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,209003
2014,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,1400
2014,361274,KINDRED HOSPITAL - ONTARIO,Investor,SAN BERNARDINO,Discharge Days,24220
2014,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,52545
2014,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,64734
2014,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Discharge Days,56612
2014,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,74334
2014,361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,Non-Profit,SAN BERNARDINO,Discharge Days,67385
2014,361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,24333
2014,361458,COLORADO RIVER MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,1722
2014,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Discharge Days,48672
2014,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,25675
2014,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,31158
2014,364121,BALLARD REHABILITATION HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,17211
2014,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,34682
2014,364188,KINDRED HOSPITAL - RANCHO,Investor,SAN BERNARDINO,Discharge Days,17409
2014,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,118222
2014,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,7044
2014,364451,TOTALLY KIDS REHABILITATION HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,6635
2014,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Discharge Days,30737
2014,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,103560
2014,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Discharge Days,33506
2014,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,98889
2014,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Discharge Days,77587
2014,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Discharge Days,24868
2014,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,132180
2014,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Discharge Days,17781
2014,370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,100362
2014,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,147546
